5.00000000e-04 1.35963121e+03
5.11392954e-04 1.38918415e+03
5.23045507e-04 1.41936553e+03
5.34963574e-04 1.45018788e+03
5.47153205e-04 1.48166393e+03
5.59620588e-04 1.51380663e+03
5.72372051e-04 1.54662911e+03
5.85414068e-04 1.58014470e+03
5.98753260e-04 1.61436697e+03
6.12396397e-04 1.64930969e+03
6.26350405e-04 1.68498683e+03
6.40622368e-04 1.72141253e+03
6.55219530e-04 1.75860114e+03
6.70149302e-04 1.79656723e+03
6.85419263e-04 1.83532558e+03
7.01037164e-04 1.87489118e+03
7.17010932e-04 1.91527920e+03
7.33348678e-04 1.95650504e+03
7.50058693e-04 1.99858432e+03
7.67149462e-04 2.04153282e+03
7.84629659e-04 2.08536648e+03
8.02508159e-04 2.13010144e+03
8.20794036e-04 2.17575406e+03
8.39496574e-04 2.22234089e+03
8.58625266e-04 2.26987859e+03
8.78189822e-04 2.31838403e+03
8.98200175e-04 2.36787427e+03
9.18666482e-04 2.41836656e+03
9.39599132e-04 2.46987823e+03
9.61008752e-04 2.52242673e+03
9.82906209e-04 2.57602971e+03
1.00530262e-03 2.63070497e+03
1.02820935e-03 2.68647040e+03
1.05163804e-03 2.74334393e+03
1.07560057e-03 2.80134358e+03
1.10010910e-03 2.86048756e+03
1.12517609e-03 2.92079414e+03
1.15081425e-03 2.98228149e+03
1.17703659e-03 3.04496781e+03
1.20385644e-03 3.10887139e+03
1.23128740e-03 3.17401060e+03
1.25934341e-03 3.24040371e+03
1.28803869e-03 3.30806893e+03
1.31738782e-03 3.37702447e+03
1.34740570e-03 3.44728859e+03
1.37810756e-03 3.51887941e+03
1.40950899e-03 3.59181475e+03
1.44162594e-03 3.66611230e+03
1.47447469e-03 3.74178972e+03
1.50807194e-03 3.81886452e+03
1.54243473e-03 3.89735386e+03
1.57758050e-03 3.97727460e+03
1.61352711e-03 4.05864343e+03
1.65029279e-03 4.14147687e+03
1.68789621e-03 4.22579106e+03
1.72635646e-03 4.31160161e+03
1.76569306e-03 4.39892387e+03
1.80592598e-03 4.48777285e+03
1.84707564e-03 4.57816317e+03
1.88916294e-03 4.67010864e+03
1.93220923e-03 4.76362252e+03
1.97623638e-03 4.85871759e+03
2.02126672e-03 4.95540618e+03
2.06732311e-03 5.05369983e+03
2.11442895e-03 5.15360925e+03
2.16260813e-03 5.25514458e+03
2.21188512e-03 5.35831528e+03
2.26228494e-03 5.46313001e+03
2.31383315e-03 5.56959625e+03
2.36655594e-03 5.67772062e+03
2.42048007e-03 5.78750894e+03
2.47563291e-03 5.89896612e+03
2.53204245e-03 6.01209578e+03
2.58973734e-03 6.12690042e+03
2.64874686e-03 6.24338148e+03
2.70910096e-03 6.36153935e+03
2.77083029e-03 6.48137302e+03
2.83396617e-03 6.60287977e+03
2.89854067e-03 6.72605562e+03
2.96458655e-03 6.85089530e+03
3.03213734e-03 6.97739209e+03
3.10122735e-03 7.10553729e+03
3.17189163e-03 7.23532054e+03
3.24416606e-03 7.36672996e+03
3.31808733e-03 7.49975207e+03
3.39369297e-03 7.63437107e+03
3.47102134e-03 7.77056884e+03
3.55011172e-03 7.90832544e+03
3.63100424e-03 8.04761908e+03
3.71373997e-03 8.18842579e+03
3.79836091e-03 8.33071889e+03
3.88491001e-03 8.47446949e+03
3.97343121e-03 8.61964663e+03
4.06396945e-03 8.76621706e+03
4.15657069e-03 8.91414414e+03
4.25128193e-03 9.06338832e+03
4.34815125e-03 9.21390763e+03
4.44722782e-03 9.36565767e+03
4.54856195e-03 9.51859115e+03
4.65220506e-03 9.67265765e+03
4.75820978e-03 9.82780409e+03
4.86662991e-03 9.98397476e+03
4.97752050e-03 1.01411103e+04
5.09093782e-03 1.02991437e+04
5.20693947e-03 1.04580036e+04
5.32558431e-03 1.06176154e+04
5.44693259e-03 1.07779018e+04
5.57104589e-03 1.09387875e+04
5.69798724e-03 1.11001993e+04
5.82782105e-03 1.12620618e+04
5.96061325e-03 1.14242965e+04
6.09643123e-03 1.15868134e+04
6.23534396e-03 1.17494950e+04
6.37742193e-03 1.19122158e+04
6.52273729e-03 1.20748457e+04
6.67136378e-03 1.22372513e+04
6.82337686e-03 1.23993074e+04
6.97885370e-03 1.25608912e+04
7.13787322e-03 1.27218764e+04
7.30051615e-03 1.28821340e+04
7.46686504e-03 1.30415321e+04
7.63700434e-03 1.31999371e+04
7.81102042e-03 1.33572128e+04
7.98900162e-03 1.35132201e+04
8.17103828e-03 1.36678132e+04
8.35722281e-03 1.38208265e+04
8.54764972e-03 1.39720857e+04
8.74241568e-03 1.41214133e+04
8.94161957e-03 1.42686283e+04
9.14536249e-03 1.44135411e+04
9.35374788e-03 1.45559535e+04
9.56688152e-03 1.46956647e+04
9.78487161e-03 1.48324712e+04
1.00078288e-02 1.49661646e+04
1.02358663e-02 1.50965275e+04
1.04690998e-02 1.52233396e+04
1.07076477e-02 1.53463792e+04
1.09516312e-02 1.54654225e+04
1.12011741e-02 1.55802368e+04
1.14564030e-02 1.56905850e+04
1.17174475e-02 1.57962299e+04
1.19844402e-02 1.58969347e+04
1.22575166e-02 1.59924538e+04
1.25368152e-02 1.60825288e+04
1.28224780e-02 1.61669019e+04
1.31146498e-02 1.62453181e+04
1.34134790e-02 1.63175230e+04
1.37191173e-02 1.63832543e+04
1.40317198e-02 1.64422508e+04
1.43514453e-02 1.64942574e+04
1.46784560e-02 1.65390242e+04
1.50129180e-02 1.65762977e+04
1.53550010e-02 1.66058230e+04
1.57048786e-02 1.66273541e+04
1.60627285e-02 1.66406553e+04
1.64287324e-02 1.66454982e+04
1.68030760e-02 1.66416574e+04
1.71859493e-02 1.66289193e+04
1.75775468e-02 1.66070852e+04
1.79780672e-02 1.65759718e+04
1.83877138e-02 1.65354094e+04
1.88066945e-02 1.64852448e+04
1.92352221e-02 1.64253438e+04
1.96735141e-02 1.63555929e+04
2.01217930e-02 1.62759060e+04
2.05802864e-02 1.61862283e+04
2.10492269e-02 1.60865286e+04
2.15288526e-02 1.59767984e+04
2.20194071e-02 1.58570615e+04
2.25211393e-02 1.57273987e+04
2.30343039e-02 1.55879233e+04
2.35591614e-02 1.54387719e+04
2.40959783e-02 1.52801075e+04
2.46450271e-02 1.51121695e+04
2.52065864e-02 1.49352614e+04
2.57809414e-02 1.47497051e+04
2.63683836e-02 1.45558389e+04
2.69692111e-02 1.43540601e+04
2.75837291e-02 1.41448814e+04
2.82122494e-02 1.39288338e+04
2.88550911e-02 1.37064495e+04
2.95125806e-02 1.34782790e+04
3.01850516e-02 1.32450189e+04
3.08728454e-02 1.30074197e+04
3.15763112e-02 1.27662087e+04
3.22958061e-02 1.25220893e+04
3.30316954e-02 1.22758377e+04
3.37843526e-02 1.20283278e+04
3.45541598e-02 1.17803939e+04
3.53415077e-02 1.15328184e+04
3.61467960e-02 1.12863906e+04
3.69704336e-02 1.10420859e+04
3.78128385e-02 1.08008653e+04
3.86744384e-02 1.05636092e+04
3.95556706e-02 1.03311124e+04
4.04569825e-02 1.01039708e+04
4.13788316e-02 9.88262254e+03
4.23216859e-02 9.66745670e+03
4.32860239e-02 9.45882017e+03
4.42723353e-02 9.25720732e+03
4.52811207e-02 9.06349027e+03
4.63128921e-02 8.87851917e+03
4.73681735e-02 8.70306649e+03
4.84475003e-02 8.53759363e+03
4.95514206e-02 8.38141701e+03
5.06804947e-02 8.23358624e+03
5.18352959e-02 8.09321496e+03
5.30164102e-02 7.95946842e+03
5.42244372e-02 7.83154630e+03
5.54599903e-02 7.70869336e+03
5.67236965e-02 7.59018814e+03
5.80161975e-02 7.47514853e+03
5.93381492e-02 7.36256229e+03
6.06902229e-02 7.25146704e+03
6.20731047e-02 7.14075646e+03
6.34874968e-02 7.02900695e+03
6.49341171e-02 6.91484255e+03
6.64136999e-02 6.79679073e+03
6.79269964e-02 6.67305292e+03
6.94747747e-02 6.54193501e+03
7.10578206e-02 6.40214591e+03
7.26769376e-02 6.25292131e+03
7.43329476e-02 6.09373977e+03
7.60266913e-02 5.92480066e+03
7.77590285e-02 5.74680108e+03
7.95308386e-02 5.56078308e+03
8.13430210e-02 5.36858681e+03
8.31964957e-02 5.17214121e+03
8.50922034e-02 4.97366783e+03
8.70311065e-02 4.77542473e+03
8.90141894e-02 4.57965178e+03
9.10424585e-02 4.38857657e+03
9.31169436e-02 4.20434444e+03
9.52386978e-02 4.02919021e+03
9.74087980e-02 3.86501362e+03
9.96283460e-02 3.71352287e+03
1.01898468e-01 3.57620045e+03
1.04220317e-01 3.45384236e+03
1.06595072e-01 3.34637102e+03
1.09023938e-01 3.25329763e+03
1.11508147e-01 3.17275912e+03
1.14048962e-01 3.10260019e+03
1.16647671e-01 3.03982388e+03
1.19305594e-01 2.98119599e+03
1.22024080e-01 2.92337188e+03
1.24804510e-01 2.86309630e+03
1.27648294e-01 2.79761158e+03
1.30556876e-01 2.72468447e+03
1.33531733e-01 2.64312999e+03
1.36574375e-01 2.55258958e+03
1.39686346e-01 2.45388763e+03
1.42869226e-01 2.34861507e+03
1.46124632e-01 2.23916563e+03
1.49454214e-01 2.12858371e+03
1.52859664e-01 2.02029573e+03
1.56342710e-01 1.91806642e+03
1.59905121e-01 1.82517056e+03
1.63548704e-01 1.74400808e+03
1.67275310e-01 1.67527866e+03
1.71086830e-01 1.61813697e+03
1.74985199e-01 1.57046139e+03
1.78972396e-01 1.52948011e+03
1.83050444e-01 1.49212673e+03
1.87221415e-01 1.45512975e+03
1.91487425e-01 1.41520878e+03
1.95850640e-01 1.36972566e+03
2.00313274e-01 1.31761393e+03
2.04877594e-01 1.25971051e+03
2.09545916e-01 1.19835713e+03
2.14320611e-01 1.13660158e+03
2.19204100e-01 1.07754132e+03
2.24198865e-01 1.02387018e+03
2.29307440e-01 9.77334535e+02
2.34532418e-01 9.38268695e+02
2.39876452e-01 9.05592404e+02
2.45342255e-01 8.77168557e+02
2.50932601e-01 8.50218521e+02
2.56650328e-01 8.21960648e+02
2.62498339e-01 7.90627832e+02
2.68479602e-01 7.56164236e+02
2.74597154e-01 7.19877401e+02
2.80854100e-01 6.83641672e+02
2.87253615e-01 6.49468183e+02
2.93798950e-01 6.19041369e+02
3.00493426e-01 5.92898073e+02
3.07340441e-01 5.70137091e+02
3.14343473e-01 5.49118959e+02
3.21506074e-01 5.28252716e+02
3.28831882e-01 5.06408152e+02
3.36324615e-01 4.83364175e+02
3.43988077e-01 4.60000273e+02
3.51826158e-01 4.37648314e+02
3.59842837e-01 4.17207447e+02
3.68042182e-01 3.98895481e+02
3.76428358e-01 3.82288856e+02
3.85005620e-01 3.66453210e+02
3.93778323e-01 3.50565687e+02
4.02750919e-01 3.34472305e+02
4.11927965e-01 3.18565364e+02
4.21314118e-01 3.03408278e+02
4.30914143e-01 2.89418363e+02
4.40732913e-01 2.76509691e+02
4.50775413e-01 2.64256966e+02
4.61046740e-01 2.52311168e+02
4.71552109e-01 2.40510589e+02
4.82296852e-01 2.29086378e+02
4.93286424e-01 2.18276210e+02
5.04526403e-01 2.08139478e+02
